"kegg_id","GeneName","GeneID"
"ecs:ECs_0922","multidrug efflux system protein","ECs_0922"
"ecs:ECs_0865","BAX Inhibitor-1 family inner membrane protein","ECs_0865"
"ecs:ECs_5190","transcriptional regulator","ECs_5190"
"ecs:ECs_0490","peptidyl-prolyl cis/trans isomerase","ECs_0490"
"ecs:ECs_0637","carbon starvation protein involved in peptide utilization","ECs_0637"
"ecs:ECs_4771","3-octaprenyl-4-hydroxybenzoate decarboxylase","ECs_4771"
"ecs:ECs_5735","hypothetical protein","ECs_5735"
"ecs:ECs_2888","hypothetical protein","ECs_2888"
"ecs:ECs_0058","peptidyl-prolyl cis-trans isomerase","ECs_0058"
"ecs:ECs_5295","T3SS effector-like protein EspX","ECs_5295"
"ecs:ECs_2726","phage tail length tape measure protein","ECs_2726"
"ecs:ECp072","hypothetical protein","ECp072"
"ecs:ECs_1679","DNA polymerase V subunit UmuC","ECs_1679"
"ecs:ECs_0899","sugar-phosphatase","ECs_0899"
"ecs:ECs_0448","exonuclease","ECs_0448"
"ecs:ECs_2032","pseudogene","ECs_2032"
"ecs:ECs_3601","4-diphosphocytidyl-2C-methyl-D-erythritol synthase","ECs_3601"
"ecs:ECs_2864","glycosyl transferase","ECs_2864"
"ecs:ECs_4787","cell division GTP-binding protein","ECs_4787"
"ecs:ECs_0338","reductase","ECs_0338"
"ecs:ECs_3829","hypothetical protein","ECs_3829"
"ecs:ECs_4728","UDP-N-acetyl-D-mannosaminuronic acid transferase","ECs_4728"
"ecs:ECs_3390","Fe(2+) donor and activity modulator for cysteine desulfurase","ECs_3390"
"ecs:ECs_4671","L-glutamine:D-fructose-6-phosphate aminotransferase","ECs_4671"
"ecs:ECs_2154","T3SS secreted effector NleG","ECs_2154"
"ecs:ECs_3784","D-3-phosphoglycerate dehydrogenase","ECs_3784"
"ecs:pO157p28","plasmid maintenance protein CcdA","pO157p28"
"ecs:ECs_2451","succinylarginine dihydrolase","ECs_2451"
"ecs:ECs_5225","hypothetical protein","ECs_5225"
"ecs:ECs_0125","spermidine synthase","ECs_0125"
"ecs:ECs_0428","microcin Bac7 uptake protein","ECs_0428"
"ecs:ECs_2547","hypothetical protein","ECs_2547"
"ecs:ECs_3375","ancillary SecYEG translocon subunit","ECs_3375"
"ecs:ECs_5300","multidrug efflux system protein","ECs_5300"
"ecs:ECs_4570","regulator Mpc","ECs_4570"
"ecs:ECs_5349","energy-dependent translational throttle A","ECs_5349"
"ecs:ECs_5034","replicative DNA helicase DnaB","ECs_5034"
"ecs:ECs_1136","phosphoanhydride phosphorylase","ECs_1136"
"ecs:ECs_0202","D,D-heptose 1,7-bisphosphate phosphatase","ECs_0202"
"ecs:ECs_4441","RNA chaperone and antiterminator","ECs_4441"
"ecs:ECs_4624","GntR family transcriptional regulator","ECs_4624"
"ecs:ECs_3335","phospholipase/carboxylesterase","ECs_3335"
"ecs:ECs_5141","oligoribonuclease","ECs_5141"
"ecs:ECs_1380","IS629 transposase OrfB","ECs_1380"
"ecs:ECs_1280","major pilin protein","ECs_1280"
"ecs:ECs_3151","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","ECs_3151"
"ecs:ECs_3168","NADH-quinone oxidoreductase subunit F","ECs_3168"
"ecs:ECs_5230","SopA-central-domain-like hexapeptide repeat protein","ECs_5230"
"ecs:ECs_0887","ATP-binding component of glutamine high-affinity transport system","ECs_0887"
"ecs:ECs_3372","hypothetical protein","ECs_3372"
"ecs:ECs_0386","2-methylcitrate synthase","ECs_0386"
"ecs:ECs_4588","transcription regulator Ler","ECs_4588"
"ecs:ECs_2919","antiporter inner membrane protein","ECs_2919"
"ecs:ECs_4457","transcriptional regulator","ECs_4457"
"ecs:ECs_2293","S- and N-oxide reductase subunit A","ECs_2293"
"ecs:ECs_0474","1-deoxy-D-xylulose-5-phosphate synthase","ECs_0474"
"ecs:ECs_0226","lipoprotein","ECs_0226"
"ecs:ECs_5192","3'(2'),5'-bisphosphate nucleotidase","ECs_5192"
"ecs:ECs_2804","hypothetical protein","ECs_2804"
"ecs:ECs_1500","spermidine/putrescine ABC transporter permease","ECs_1500"
"ecs:ECs_0436","pyrroline-5-carboxylate reductase","ECs_0436"
"ecs:ECs_4645","tryptophanase","ECs_4645"
"ecs:pO157p58","toxin B","pO157p58"
"ecs:ECs_3818","S-adenosylmethionine synthetase","ECs_3818"
"ecs:ECs_4621","AraC family transcriptional regulator","ECs_4621"
"ecs:ECs_5345","lipoate-protein ligase A","ECs_5345"
"ecs:ECs_R0017","16S ribosomal RNA","ECs_R0017"
"ecs:ECs_2354","efflux protein","ECs_2354"
"ecs:ECs_4313","signal recognition particle receptor","ECs_4313"
"ecs:ECs_1820","hypothetical protein","ECs_1820"
"ecs:ECs_2907","hydroxyethylthiazole kinase","ECs_2907"
"ecs:ECs_4083","sugar-specific enzyme IIA component of PTS","ECs_4083"
"ecs:ECs_3426","phosphatidylglycerophosphatase C","ECs_3426"
"ecs:ECs_0717","acyl-CoA esterase","ECs_0717"
"ecs:ECs_0492","ATP-dependent protease ATP-binding subunit ClpX","ECs_0492"
"ecs:ECs_2007","BigB-like protein","ECs_2007"
"ecs:ECs_3052","carbohydrate kinase","ECs_3052"
"ecs:ECs_3385","penicillin-binding protein 1C","ECs_3385"
"ecs:ECs_3435","back-translocating elongation factor EF4","ECs_3435"
"ecs:ECs_0977","recombination intermediate processing DNA-dependent ATPase","ECs_0977"
"ecs:ECs_3262","DNA-binding protein","ECs_3262"
"ecs:ECs_1200","hypothetical protein","ECs_1200"
"ecs:ECs_0432","anti-RssB factor","ECs_0432"
"ecs:ECs_0270","gamma-glutamylphosphate reductase","ECs_0270"
"ecs:ECs_1620","phage antiterminator Q","ECs_1620"
"ecs:ECs_5359","two-component regulatory system response regulator","ECs_5359"
"ecs:ECs_0602","H repeat-associated protein","ECs_0602"
"ecs:ECs_4732","protoheme IX synthesis protein","ECs_4732"
"ecs:ECs_2001","heat-inducible lipoprotein involved in novobiocin resistance","ECs_2001"
"ecs:ECs_3401","stationary phase inducible protein","ECs_3401"
"ecs:ECs_3115","3-demethylubiquinone-9 3-methyltransferase","ECs_3115"
"ecs:ECs_3775","glycine cleavage complex lipoylprotein","ECs_3775"
"ecs:ECs_4358","ABC transporter permease","ECs_4358"
"ecs:ECs_3369","glutamine aminotransferase","ECs_3369"
"ecs:ECs_4475","PTS system mannitol-specific IIABC component","ECs_4475"
"ecs:ECs_3411","pseudogene","ECs_3411"
"ecs:ECs_5125","hypothetical protein","ECs_5125"
"ecs:ECs_3340","dihydrodipicolinate synthase","ECs_3340"
"ecs:ECs_2586","arginyl-tRNA synthetase","ECs_2586"
"ecs:ECs_3301","penicillin binding protein PBP4B","ECs_3301"
"ecs:ECs_5249","site-specific recombinases","ECs_5249"
"ecs:ECs_R0003","5S ribosomal RNA","ECs_R0003"
"ecs:ECs_0399","transcriptional regulator","ECs_0399"
"ecs:ECs_0797","hypothetical protein","ECs_0797"
"ecs:ECs_3059","PTS system fructose-specific IIBC component","ECs_3059"
"ecs:ECs_5212","antibiotic peptide MccB17 maturation peptidase","ECs_5212"
"ecs:ECs_0923","hypothetical protein","ECs_0923"
"ecs:ECs_3849","pseudogene","ECs_3849"
"ecs:ECs_3777","2-octaprenylphenol hydroxylase","ECs_3777"
"ecs:ECs_4860","cell division protein FtsN","ECs_4860"
"ecs:ECs_2297","twin-arginine leader-binding protein for DmsA an d TorA","ECs_2297"
"ecs:ECs_5273","major type 1 subunit fimbrin","ECs_5273"
"ecs:ECs_4446","inner membrane protein","ECs_4446"
"ecs:ECs_R0018","23S ribosomal RNA","ECs_R0018"
"ecs:ECs_3075","16S rRNA pseudouridine(516) synthase","ECs_3075"
"ecs:ECs_2153","DNA damage-inducible protein","ECs_2153"
"ecs:ECs_0466","transcriptional regulator NrdR","ECs_0466"
"ecs:ECs_4922","hypothetical protein","ECs_4922"
"ecs:ECs_1871","antimicrobial peptide transport ABC transporter periplasmic binding protein","ECs_1871"
"ecs:ECs_1605","tRNA(Gln,Lys,Glu) U34 2-thiouridylase","ECs_1605"
"ecs:ECs_1105","phage tarminase small subunit","ECs_1105"
"ecs:ECs_3835","hypothetical protein","ECs_3835"
"ecs:ECs_R0103","tRNA-Pro","ECs_R0103"
"ecs:ECs_0986","formate C-acetyltransferase","ECs_0986"
"ecs:ECs_0798","membrane protein","ECs_0798"
"ecs:ECs_0071","thiamine transport system permease","ECs_0071"
"ecs:ECs_3607","alkaline phosphatase","ECs_3607"
"ecs:ECs_3427","transcriptional regulator","ECs_3427"
"ecs:ECs_4179","30S ribosomal subunit protein S3","ECs_4179"
"ecs:ECs_3159","hypothetical protein","ECs_3159"
"ecs:ECs_2504","hypothetical protein","ECs_2504"
"ecs:ECs_4541","hypothetical protein","ECs_4541"
"ecs:ECs_1217","Bor protein precursor","ECs_1217"
"ecs:ECs_0469","transcription antitermination protein","ECs_0469"
"ecs:ECs_1759","exonuclease","ECs_1759"
"ecs:ECs_3349","hydrogenase-4 component G","ECs_3349"
"ecs:ECs_0360","choline transporter of high affinity","ECs_0360"
"ecs:ECs_4241","GMP/IMP nucleotidase","ECs_4241"
"ecs:ECs_2368","LysR family transcriptional regulator","ECs_2368"
"ecs:ECs_4791","two-component system sensor histidine kinase GlnL","ECs_4791"
"ecs:ECs_4121","cell wall structural complex MreBCD transmembrane component MreD","ECs_4121"
"ecs:ECs_0539","amino acid transporter","ECs_0539"
"ecs:ECs_1345","hypothetical protein","ECs_1345"
"ecs:ECs_4765","ubiquinone biosynthesis protein UbiB","ECs_4765"
"ecs:ECs_4165","preprotein translocase membrane subunit SecY","ECs_4165"
"ecs:ECs_0101","SecA regulator SecM","ECs_0101"
"ecs:ECs_0129","hypoxanthine phosphoribosyltransferase","ECs_0129"
"ecs:ECs_3298","transcriptional regulator MurR","ECs_3298"
"ecs:ECs_2571","component of RuvABC resolvasome regulatory subunit","ECs_2571"
"ecs:ECs_2640","pseudogene","ECs_2640"
"ecs:ECs_3609","CRISPR-associated protein Cas1","ECs_3609"
"ecs:ECs_4510","formamidopyrimidine/5-formyluracil/5-hydroxymethyluracil DNA glycosylase","ECs_4510"
"ecs:ECs_0463","HNH nuclease family protein","ECs_0463"
"ecs:ECs_3457","ribosomal large subunit pseudouridine synthase D","ECs_3457"
"ecs:ECs_4029","hypothetical protein","ECs_4029"
"ecs:ECs_3963","2,4-dienoyl-CoA reductase","ECs_3963"
"ecs:ECs_5205","galactofuranose ABC transporter periplasmic binding protein","ECs_5205"
"ecs:ECs_0780","zinc efflux system","ECs_0780"
"ecs:ECs_3311","ethanolamine ammonia-lyase small subunit","ECs_3311"
"ecs:ECs_4648","transcriptional regulator","ECs_4648"
"ecs:ECs_4136","transcriptional regulator","ECs_4136"
"ecs:ECs_5013","phosphate starvation inducible protein","ECs_5013"
"ecs:ECs_0426","D-alanyl-D-alanine-carboxypeptidase/endopeptidase","ECs_0426"
"ecs:ECs_1089","IS629 transposase","ECs_1089"
"ecs:ECs_0796","transcriptional regulator","ECs_0796"
"ecs:ECs_3456","hypothetical protein","ECs_3456"
"ecs:ECs_4203","ABC-F family regulatory ATPase","ECs_4203"
"ecs:ECs_4028","OM lipoprotein stimulator of MrcA transpeptidase","ECs_4028"
"ecs:ECs_R0010","16S ribosomal RNA","ECs_R0010"
"ecs:ECs_3774","glycine decarboxylase","ECs_3774"
"ecs:ECs_1891","sugar ABC transporter permease","ECs_1891"
"ecs:ECs_2107","fimbrial-like adhesin protein","ECs_2107"
"ecs:ECs_3353","transcriptional activator HyfR","ECs_3353"
"ecs:ECs_4048","30s ribosome binding factor","ECs_4048"
"ecs:ECs_4160","RNA polymerase alpha subunit","ECs_4160"
"ecs:ECs_2048","gamma-aminobutyraldehyde dehydrogenase","ECs_2048"
"ecs:ECs_5356","two-component regulatory system response regulator CreR","ECs_5356"
"ecs:ECs_2274","hypothetical protein","ECs_2274"
"ecs:ECs_0779","nicotinamide riboside transporter","ECs_0779"
"ecs:ECs_3506","putative lipoprotein","ECs_3506"
"ecs:ECs_4162","30S ribosomal subunit protein S11","ECs_4162"
"ecs:pO157p54","NikB","pO157p54"
"ecs:ECs_2096","lipoprotein","ECs_2096"
"ecs:ECs_3300","PTS N-acetylmuramic acid EIIBC component","ECs_3300"
"ecs:ECs_4692","D-ribose ABC transporter permease","ECs_4692"
"ecs:ECs_2818","hypothetical protein","ECs_2818"
"ecs:ECs_2427","T3SS effector-like protein EspL","ECs_2427"
"ecs:ECs_5085","transcriptional regulator of phosphonate uptake and biodegradation","ECs_5085"
"ecs:ECs_3165","NADH-quinone oxidoreductase subunit I","ECs_3165"
"ecs:ECs_5274","fimbrial protein involved in type 1 pilus biosynthesis","ECs_5274"
"ecs:ECs_2573","component of RuvABC resolvasome","ECs_2573"
"ecs:ECs_4132","tRNA-dihydrouridine synthase B","ECs_4132"
"ecs:ECs_4460","outer membrane protein","ECs_4460"
"ecs:ECs_3704","transcriptional regulator","ECs_3704"
"ecs:ECs_1134","cytochrome d terminal oxidase subunit I","ECs_1134"
"ecs:ECs_4629","hypothetical protein","ECs_4629"
"ecs:ECs_0420","taurine ABC transporter ATPase","ECs_0420"
"ecs:ECs_1399","phospholipase","ECs_1399"
"ecs:ECs_2177","phage portal protein","ECs_2177"
"ecs:ECs_2853","phosphomannomutase","ECs_2853"
"ecs:ECs_1671","hypothetical protein","ECs_1671"
"ecs:ECs_2224","transposase","ECs_2224"
"ecs:ECs_3653","SecY interacting protein Syd","ECs_3653"
"ecs:ECs_4430","fimbrial chaperone protein precursor","ECs_4430"
"ecs:ECs_4378","LuxR family repressor for dicarboxylate transport","ECs_4378"
"ecs:ECs_3015","ABC transporter permease","ECs_3015"
"ecs:ECs_0548","adhesin","ECs_0548"
"ecs:ECs_R0055","tRNA-Ile","ECs_R0055"
"ecs:ECs_1743","oligopeptide ABC transporter periplasmic binding protein","ECs_1743"
"ecs:ECs_2012","esterase","ECs_2012"
"ecs:ECs_5088","phosphonate ABC transporter ATPase","ECs_5088"
"ecs:ECs_0682","pseudogene","ECs_0682"
"ecs:ECs_4719","UDP-N-acetyl glucosamine-2-epimerase","ECs_4719"
"ecs:ECs_4142","amino acid ABC transporter permease","ECs_4142"
"ecs:ECs_4442","glycine tRNA synthetase beta subunit","ECs_4442"
"ecs:ECs_1444","ribosomal-protein-S5-alanine N-acetyltransferase","ECs_1444"
"ecs:ECs_0885","23S rRNA m(6)A1618 methyltransferase","ECs_0885"
"ecs:ECs_0330","transposase","ECs_0330"
"ecs:ECs_4045","polynucleotide phosphorylase/polyadenylase","ECs_4045"
"ecs:ECs_3701","short chain acyltransferase","ECs_3701"
"ecs:ECs_4397","glutamate decarboxylase B","ECs_4397"
"ecs:ECs_0130","carbonic anhydrase","ECs_0130"
"ecs:ECs_3564","D-arabinose 5-phosphate isomerase","ECs_3564"
"ecs:ECs_2849","glycosyl transferase","ECs_2849"
"ecs:ECs_1135","cytochrome bd-II oxidase subunit II","ECs_1135"
"ecs:ECs_2816","putrescine importer","ECs_2816"
"ecs:ECs_1403","DNA repair protein","ECs_1403"
"ecs:ECs_4226","tryptophanyl-tRNA synthetase","ECs_4226"
"ecs:ECs_1097","hypothetical protein","ECs_1097"
"ecs:ECs_3654","7-cyano-7-deazaguanine reductase","ECs_3654"
"ecs:ECs_3218","fimbrial-like adhesin protein","ECs_3218"
"ecs:ECs_0509","hypothetical protein","ECs_0509"
"ecs:ECs_0659","response regulator in two-component regulatory system with CitA","ECs_0659"
"ecs:ECs_0672","cell wall shape-determining protein","ECs_0672"
"ecs:ECs_1003","envelope biogenesis factor","ECs_1003"
"ecs:ECs_0838","phage minor tail protein","ECs_0838"
"ecs:ECs_0724","potassium translocating ATPase subunit C","ECs_0724"
"ecs:ECs_1465","m(7)GTP pyrophosphatase","ECs_1465"
"ecs:ECs_2786","nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase","ECs_2786"
"ecs:ECs_0228","type VI secretion system protein ImpH","ECs_0228"
"ecs:ECs_0692","glutamate/aspartate ABC transporter permease","ECs_0692"
"ecs:ECs_4267","rhomboid intramembrane serine protease","ECs_4267"
"ecs:ECs_5194","transcriptional regulator","ECs_5194"
"ecs:ECs_3828","hypothetical protein","ECs_3828"
"ecs:ECs_1471","3-oxoacyl-[acyl-carrier-protein] reductase","ECs_1471"
"ecs:ECs_5120","aspartate ammonia-lyase","ECs_5120"
"ecs:ECs_2283","hypothetical protein","ECs_2283"
"ecs:ECs_3996","L-threonine/L-serine transporter","ECs_3996"
"ecs:ECs_0378","permease","ECs_0378"
"ecs:ECs_4184","50S ribosomal subunit protein L4","ECs_4184"
"ecs:ECs_0861","molybdopterin biosynthesis protein C","ECs_0861"
"ecs:ECs_3468","OM lipoprotein positive effector of YfiN activity","ECs_3468"
"ecs:ECs_2146","inactive PncC family protein","ECs_2146"
"ecs:ECs_4245","phosphoenolpyruvate carboxykinase","ECs_4245"
"ecs:ECs_3164","NADH-quinone oxidoreductase subunit J","ECs_3164"
"ecs:ECs_3064","NAD-dependent D-mannonate oxidoreductase","ECs_3064"
"ecs:ECs_2183","phage endopeptidase","ECs_2183"
"ecs:ECs_4106","inner membrane-anchored protein","ECs_4106"
"ecs:ECs_4133","global DNA-binding transcriptional dual regulator","ECs_4133"
"ecs:ECs_3016","transporter subunit: ATP-binding component of ABC superfamily protein","ECs_3016"
"ecs:ECs_0795","6-phosphogluconolactonase","ECs_0795"
"ecs:ECs_1413","inner membrane protein","ECs_1413"
"ecs:ECs_5361","rRNA methyltransferase","ECs_5361"
"ecs:ECs_5107","two-component system sensor histidine kinase DcuS","ECs_5107"
"ecs:ECs_1818","transposase","ECs_1818"
"ecs:ECs_4230","cell division protein DamX","ECs_4230"
"ecs:ECs_1728","nitrate/nitrite transporter","ECs_1728"
"ecs:ECs_0298","phage capsid size determining protein","ECs_0298"
"ecs:ECs_4700","magnesium chelatase family protein and transcriptional regulator","ECs_4700"
"ecs:ECs_1328","pseudogene","ECs_1328"
"ecs:ECs_0735","NIF3 family metal-binding protein","ECs_0735"
"ecs:ECs_3410","mutarotase superfamily protein","ECs_3410"
"ecs:ECs_0636","enterobactin synthesis proofreading thioesterase","ECs_0636"
"ecs:ECs_3928","zinc transporter","ECs_3928"
"ecs:ECs_3062","lactose/glucose efflux system","ECs_3062"
"ecs:ECs_0952","hypothetical protein","ECs_0952"
"ecs:ECs_4471","TPR-like repeat protein","ECs_4471"
"ecs:ECs_2122","autoinducer 2 import system permease protein","ECs_2122"
"ecs:ECs_0894","Mn(2+)-responsive manganese regulon transcriptional regulator","ECs_0894"
"ecs:ECs_1002","hypothetical protein","ECs_1002"
"ecs:ECs_0049","potassium transporter","ECs_0049"
"ecs:ECs_3442","ATP-dependent RNA helicase","ECs_3442"
"ecs:ECs_5004","sor-operon regulator","ECs_5004"
"ecs:ECs_4915","adenylyltransferase","ECs_4915"
"ecs:ECs_1524","phage antitermination protein Q","ECs_1524"
"ecs:ECs_3305","acetyltransferase","ECs_3305"
"ecs:ECs_3382","anaerobic dimethyl sulfoxide reductase chain C","ECs_3382"
"ecs:ECs_2362","ATP-dependent helicase","ECs_2362"
"ecs:ECs_3791","pseudogene","ECs_3791"
"ecs:ECs_4084","nucleotide-binding protein","ECs_4084"
"ecs:ECs_4736","adenylate cyclase","ECs_4736"
"ecs:ECs_1477","DNA polymerase III delta prime subunit HolB","ECs_1477"
"ecs:ECs_4487","protein-export protein SecB","ECs_4487"
"ecs:ECs_2029","OPG biosynthetic periplasmic protein","ECs_2029"
"ecs:ECs_4175","50S ribosomal subunit protein L14","ECs_4175"
"ecs:ECs_3776","aminomethyltransferase","ECs_3776"
"ecs:ECs_0751","2-oxoglutarate decarboxylase","ECs_0751"
"ecs:ECs_2850","colanic acid biosynthesis protein","ECs_2850"
"ecs:ECs_4805","3-sulfolactaldehyde reductase","ECs_4805"
"ecs:ECs_3756","guanine deaminase","ECs_3756"
"ecs:ECs_4365","phosphate transporter","ECs_4365"
"ecs:ECs_3957","transcriptional repressor","ECs_3957"
"ecs:ECs_4904","preprotein translocase membrane subunit SecE","ECs_4904"
"ecs:ECs_4484","tRNA Leu mC34,mU34 2'-O-methyltransferase","ECs_4484"
"ecs:ECs_5166","acyl CoA esterase","ECs_5166"
"ecs:ECs_4617","inner membrane protein","ECs_4617"
"ecs:ECs_3850","PagC-like membrane protein","ECs_3850"
"ecs:ECs_0352","hypothetical protein","ECs_0352"
"ecs:ECs_3366","hypothetical protein","ECs_3366"
"ecs:ECs_4010","tagatose-1,6-bisphosphate aldolase","ECs_4010"
"ecs:ECs_5268","hypothetical protein","ECs_5268"
"ecs:ECs_5045","redox-sensitive transcriptional activator SoxR","ECs_5045"
"ecs:ECs_0413","ferric transporter subunit","ECs_0413"
"ecs:ECs_4829","rhamnulose-1-phosphate aldolase","ECs_4829"
"ecs:pO157p64","conjugal transfer fertility inhibition protein FinO","pO157p64"
"ecs:ECs_3419","nitrogen regulatory protein P-II 1","ECs_3419"
"ecs:pO157p03","EtpD","pO157p03"
"ecs:ECs_5463","hypothetical protein","ECs_5463"
"ecs:ECs_3238","hypothetical protein","ECs_3238"
"ecs:ECs_0055","CO2+/MG2+ efflux protein ApaG","ECs_0055"
"ecs:ECs_3589","methyl-directed mismatch repair protein MutS","ECs_3589"
"ecs:ECs_2363","glutaredoxin-4","ECs_2363"
"ecs:ECs_5746","pseudogene","ECs_5746"
"ecs:ECs_2810","transporter","ECs_2810"
"ecs:ECs_0194","lipoprotein involved with copper homeostasis and adhesion","ECs_0194"
"ecs:ECs_1372","IS1 family transposase InsB","ECs_1372"
"ecs:ECs_3989","hypothetical protein","ECs_3989"
"ecs:ECs_3512","integrase","ECs_3512"
"ecs:ECs_2775","pseudogene","ECs_2775"
"ecs:ECs_3380","multifunctional nucleoside diphosphate kinase and apyrimidinic endonuclease and 3'-phosphodiesterase","ECs_3380"
"ecs:ECs_4554","T3SS translocator EspB","ECs_4554"
"ecs:ECs_4537","IS602 transposase","ECs_4537"
"ecs:ECs_3942","glycerol-3-phosphate acyltransferase","ECs_3942"
"ecs:ECs_3394","FeS cluster assembly protein","ECs_3394"
"ecs:ECs_3691","NADP(H)-dependent aldo-keto reductase","ECs_3691"
"ecs:ECs_2770","exonuclease","ECs_2770"
"ecs:ECs_1238","hypothetical protein","ECs_1238"
"ecs:ECs_4890","oxidative and nitrosative stress transcriptional regulator","ECs_4890"
"ecs:ECs_4229","DNA adenine methyltransferase","ECs_4229"
"ecs:ECs_0452","proline-specific permease","ECs_0452"
"ecs:ECs_1854","orotidine-5'-phosphate decarboxylase","ECs_1854"
"ecs:ECs_2302","arabinose efflux transporter","ECs_2302"
"ecs:ECs_1044","transporter","ECs_1044"
"ecs:ECs_3215","DNA endonuclease","ECs_3215"
"ecs:ECs_3594","transcriptional regulator","ECs_3594"
"ecs:ECs_0841","phage tail assembly protein","ECs_0841"
"ecs:ECs_4334","acyl-CoA thioester hydrolase","ECs_4334"
"ecs:ECs_2136","inner membrane protein","ECs_2136"
"ecs:ECs_2892","phosphatidylglycerol kinase","ECs_2892"
"ecs:ECs_4507","lipopolysaccharide core biosynthesis protein WaaQ","ECs_4507"
"ecs:ECs_0708","glucosamine-6-phosphate deaminase","ECs_0708"
