"logFC","logCPM","F","PValue","FDR","GeneID","Significant","GeneName"
-0.0376619539989896,3.17403365611101,0.0306661319244995,0.866696797865505,0.945268412638858,"ECs_1208","Not Significant","IS629 transposase OrfB"
0.0865854856628998,-0.292408712877057,0.0303558727393171,0.867368015336695,0.945453283782736,"ECs_0299","Not Significant","transcriptional regulator"
0.0244810131663622,8.23325314245174,0.0303210450683859,0.867440054327959,0.945453283782736,"ECs_0494","Not Significant","transcriptional regulator HU subunit beta"
-0.0338736843583829,6.95454270279467,0.0302273031570136,0.867642736197907,0.945453283782736,"ECs_3356","Not Significant","hypothetical protein"
0.0378120841261142,9.82627408928745,0.0301669802278996,0.867773333963227,0.945453283782736,"ECs_1487","Not Significant","respiratory NADH dehydrogenase 2/cupric reductase"
-0.0522310889188657,0.328403876945589,0.0301550057210839,0.867800697580814,0.945453283782736,"ECs_2933","Not Significant","transposase"
0.0322112561567496,4.14081024908298,0.0300610853530711,0.868002924493414,0.945453283782736,"ECs_5229","Not Significant","hypothetical protein"
0.0459604064620283,0.511509121503357,0.0299875442259048,0.868163728923414,0.945453283782736,"ECs_5277","Not Significant","minor component of type 1 fimbriae"
-0.0282455138655283,6.26330492502069,0.0296427590690705,0.868913998395197,0.946068368370096,"ECs_0150","Not Significant","sugar fermentation stimulation protein A"
0.0308260195249266,3.53444709822597,0.029235348565647,0.869807722918812,0.946506701167989,"ECs_1910","Not Significant","murein peptide degradation regulator"
0.0449963077072419,2.23020186562887,0.0291053892383018,0.870094332573225,0.946506701167989,"ECs_2473","Not Significant","putative lipoprotein"
-0.0286756065830052,6.14144453519834,0.0290692062890657,0.870174021663487,0.946506701167989,"ECs_3431","Not Significant","DNA repair protein RecO"
-0.0326131878496015,5.1734538308182,0.0289595112099506,0.870416468227811,0.946506701167989,"ECs_4866","Not Significant","lipid binding hydrolase"
0.0484877530247679,2.78032088810029,0.0288859430828373,0.87057944536844,0.946506701167989,"ECs_1874","Not Significant","glutamate--putrescine ligase"
0.028072054324957,8.39030206236814,0.0288783641604322,0.870596122738473,0.946506701167989,"ECs_0176","Not Significant","undecaprenyl pyrophosphate synthase"
-0.0240904751744326,9.69219860113999,0.0288696386094323,0.870615456161577,0.946506701167989,"ECs_4127","Not Significant","acetyl CoA carboxylase"
0.036164856495245,5.95735294956995,0.0286954296273841,0.871002089577276,0.946716870584768,"ECs_0534","Not Significant","Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase"
0.0364540841400044,3.36187536863276,0.0286154705306312,0.871179962855303,0.946716870584768,"ECs_5071","Not Significant","carbohydrate binding protein"
0.0484718921756598,0.736344707712149,0.0283988501771456,0.871663919329951,0.94687426772527,"ECs_1026","Not Significant","fimbrial protein"
-0.0268200942692071,4.65991490285864,0.0283283893736008,0.871820675416131,0.94687426772527,"ECs_0970","Not Significant","leucyl/phenylalanyl-tRNA-protein transferase"
-0.0477384685503427,1.7420881838168,0.0283012500468545,0.871881677221249,0.94687426772527,"ECs_3807","Not Significant","L-sorbose 1-phosphate reductase"
-0.0830622410804595,-0.646477952827929,0.0280876768539319,0.872365922094216,0.947052624704127,"ECs_0941","Not Significant","PTS system enzyme IIB"
-0.0245409801875282,7.02452645062961,0.0278880796532022,0.872809926737391,0.947052624704127,"ECs_3203","Not Significant","semialdehyde dehydrogenase"
0.0564134097207433,3.59485543117873,0.0278880457910989,0.872810009600597,0.947052624704127,"ECs_5285","Not Significant","DNA replication protein IraD"
-0.0637682326102907,6.11956516932706,0.0278775259906678,0.872833736589866,0.947052624704127,"ECs_5335","Not Significant","patatin-like family phospholipase"
-0.0323119980590517,6.18676884834925,0.0277419843612029,0.873139941374801,0.947052624704127,"ECs_2514","Not Significant","long-chain-fatty-acid--CoA ligase"
0.0457927530296777,3.84298883814502,0.0277331769751918,0.873159869434132,0.947052624704127,"ECs_3073","Not Significant","hypothetical protein"
0.0343447655208841,6.12399768143482,0.0276127060436397,0.873432716853424,0.947147170210314,"ECs_3467","Not Significant","membrane-anchored diguanylate cyclase"
-0.0496224999536878,1.19502801221365,0.0274354162361871,0.873835839109957,0.947224592896886,"ECs_2406","Not Significant","oxidoreductase"
0.107574112425297,-0.549704655900403,0.0273408368991756,0.874055212681515,0.947224592896886,"ECs_1890","Not Significant","sugar ABC transporter permease"
-0.0338607397153692,3.62024068828574,0.027336248954933,0.874061195601969,0.947224592896886,"ECs_5337","Not Significant","pyruvate formate lyase activating enzyme"
0.0400845509299408,3.67889806645019,0.027226294743522,0.874312066072096,0.947295210075141,"ECs_3664","Not Significant","L-fucose mutarotase"
0.0266011755941582,7.8029576834768,0.0271258068161088,0.874541790538991,0.947323136715822,"ECs_2529","Not Significant","mannose-specific enzyme IID component of PTS"
0.0246298500438162,6.71305801384295,0.0269809372129032,0.874873757689873,0.947323136715822,"ECs_1307","Not Significant","transposase"
0.0465255710716142,5.30516081962486,0.0269716893273344,0.874894980801458,0.947323136715822,"ECs_3841","Not Significant","ornithine decarboxylase isozyme"
0.0284371453954387,3.24385596685759,0.0268812198186293,0.875102848422784,0.947347120077381,"ECs_5432","Not Significant","hypothetical protein"
-0.0274131563562279,5.04101414150699,0.0263767692771603,0.876268210549223,0.948407413963842,"ECs_5200","Not Significant","oxidoreductase"
0.0488292339429402,1.15163828083385,0.0262622640113045,0.876534814125522,0.948494715073036,"ECs_0277","Not Significant","pseudogene"
0.0294843488172968,7.06240169243928,0.0260754523430586,0.876969818296689,0.948764166093618,"ECs_4526","Not Significant","tRNA mG18-2'-O-methyltransferase"
0.0375871756306349,3.54090981406491,0.0259721723183215,0.877211270195937,0.948824149548235,"ECs_3787","Not Significant","methylmalonyl-CoA mutase"
-0.117129651020883,9.1944748814705,0.0258299255550188,0.877544614955083,0.948983481213882,"ECs_5097","Not Significant","arginine:agmatine antiporter"
-0.0278916005751994,9.01695637159052,0.0256644842797379,0.877933513658685,0.949202809065908,"ECs_4443","Not Significant","glycine tRNA synthetase alpha subunit"
0.0237223994962743,5.70908810652396,0.0255450863935166,0.878214982194316,0.949266747682275,"ECs_2490","Not Significant","aldo-keto reductase"
-0.0527676917971589,4.00680576638997,0.0253584855118622,0.878656237530087,0.949266747682275,"ECs_4401","Not Significant","LysR family transcriptional regulator"
0.0352713392775393,2.54204674717475,0.0253226216376042,0.87874134536921,0.949266747682275,"ECs_2439","Not Significant","chito-oligosaccharide deacetylase"
0.0389580602696695,2.40121150887205,0.0252631115832104,0.878882527841376,0.949266747682275,"ECs_0314","Not Significant","moco-containing subunit of PaoABC aldehyde oxidoreductase"
-0.0349889795144832,8.02942290519507,0.0251982600327219,0.879036452134873,0.949266747682275,"ECs_0124","Not Significant","S-adenosylmethionine decarboxylase"
0.0548087000660097,-0.270482015318195,0.0250811051717356,0.879318033801462,0.949266747682275,"ECs_0340","Not Significant","reactive chlorine species stress resistance inner membrane protein"
0.0574160010244753,0.338372855560523,0.0249899003002551,0.879534030910965,0.949266747682275,"ECs_1287","Not Significant","acyl carrier protein"
0.0233572951786771,9.46727283694588,0.0249284124628562,0.879679628488305,0.949266747682275,"ECs_0102","Not Significant","preprotein translocase subunit"
-0.061771567634554,-0.324850317205275,0.0249077149434654,0.879732135413223,0.949266747682275,"ECs_2742","Not Significant","hypothetical protein"
-0.0251867565880002,6.3856457912187,0.0248556813062262,0.87985359400937,0.949266747682275,"ECs_4723","Not Significant","TDP-fucosamine acetyltransferase"
0.0484900391118742,0.764647874182568,0.0247003025907104,0.880226850958017,0.949468633270637,"ECs_4832","Not Significant","transcriptional activator"
-0.0441946195917374,0.932938720306721,0.0244581812581025,0.880809612924908,0.949510254678897,"ECs_0936","Not Significant","putrescine ABC transporter permease"
0.0229892065963134,7.60095806281685,0.0244259749068736,0.880886793537024,0.949510254678897,"ECs_3433","Not Significant","RNase III"
-0.120500215175987,-1.23139711760456,0.0244186085071744,0.880921758768797,0.949510254678897,"ECs_0371","Not Significant","hypothetical protein"
-0.058476965379818,8.97519075099791,0.0243749885689179,0.881010004978478,0.949510254678897,"ECs_3399","Not Significant","inositol monophosphatase"
-0.024552055131591,7.97230478650058,0.0238242427405434,0.882349452277614,0.950411863294189,"ECs_2780","Not Significant","hypothetical protein"
0.0251569734832578,5.67472129928779,0.0237873363736701,0.88243977725585,0.950411863294189,"ECs_5042","Not Significant","inner membrane protein"
0.0339191762371356,6.79814267597054,0.0237185182721785,0.882608394959963,0.950411863294189,"ECs_0752","Not Significant","dihydrolipoyltranssuccinase"
0.0285454063113519,2.55278210648923,0.0237082875355325,0.882633592876068,0.950411863294189,"ECs_0328","Not Significant","transposase"
-0.0580716585378451,4.56965957553589,0.0236493349703667,0.882778162769627,0.950411863294189,"ECs_1855","Not Significant","stress response translation initiation inhibitor"
0.0550240206188145,5.29291227654283,0.0235379795151731,0.883051949479922,0.950506012723588,"ECs_1425","Not Significant","OPG biosynthetic transmembrane succinyltransferase"
-0.0301808011035694,5.71573680369662,0.0230623372279083,0.884228960197989,0.951572136280578,"ECs_0893","Not Significant","OPG biosynthetic transmembrane phosphoethanolamine transferase"
0.0317705397841358,2.6701357743666,0.0229673333946721,0.884465646223313,0.951626083396988,"ECs_3088","Not Significant","heme export ABC transporter permease"
0.0479196072851786,2.49060644093179,0.0227996080150841,0.884884558705333,0.951876029935871,"ECs_2799","Not Significant","hypothetical protein"
-0.0328450990905068,2.64211495290996,0.0227166142747978,0.885092421355129,0.951898891278202,"ECs_3608","Not Significant","CRISPR adaptation ssRNA endonuclease"
-0.027168514257118,4.12653415046771,0.0224560013292899,0.885747603155898,0.952272056999863,"ECs_4926","Not Significant","two-component system sensor histidine kinase ZraS"
-0.0247743803574286,6.71823201200589,0.0224301693306088,0.88581276425492,0.952272056999863,"ECs_2347","Not Significant","pyridoxine 5'-phosphate oxidase"
0.0274935546895594,5.9644495543456,0.0223339103523299,0.886055927018199,0.952332761002915,"ECs_1476","Not Significant","thymidylate kinase"
-0.0489855117495642,3.84475654940274,0.0222503000826729,0.886267577914049,0.952359577615245,"ECs_0691","Not Significant","ATP-binding protein of glutamate/aspartate transport system"
-0.0218986351593418,8.48393596722754,0.0220536314192695,0.886767025234689,0.952695576184109,"ECs_3903","Not Significant","DNA topoisomerase IV subunit A"
0.0240898600853297,5.56056802625947,0.0219267700665609,0.887090410048983,0.952842320838042,"ECs_2374","Not Significant","monooxygenase"
-0.0495256828260847,3.14522205625127,0.0213309801076916,0.88862220796126,0.954184356047992,"ECs_5101","Not Significant","alpha-galactosidase"
0.0487488338162871,-0.206011085331875,0.0212964473683206,0.888713953260931,0.954184356047992,"ECs_1436","Not Significant","hypothetical protein"
-0.0309332027168637,3.06909514047377,0.0212036245586431,0.888952463129194,0.954239586368269,"ECs_4794","Not Significant","transcriptional regulator"
-0.0642382519162484,5.7128017644293,0.0210343011152415,0.889393054012148,0.954365311013906,"ECs_R0007","Not Significant","5S ribosomal RNA"
0.0219711255755873,6.65478094638359,0.0209771250086192,0.889542263851339,0.954365311013906,"ECs_4504","Not Significant","UDP-D-galactose:(glucosyl)lipopolysaccharide-alpha-1,3-D-galactosyltransferase"
-0.0740428580546769,0.622173018945758,0.0208732635107528,0.889814650751777,0.954365311013906,"ECp021.1n","Not Significant","hypothetical protein"
0.0366971533338618,2.88282738000816,0.0208717253671406,0.889817961023748,0.954365311013906,"ECs_3129","Not Significant","transposase"
0.0252723386506988,6.57629660443205,0.020713086077627,0.890234032318394,0.954561023054989,"ECs_2411","Not Significant","3-deoxy-D-arabino-heptulosonate-7-phosphate synthase"
0.0401548463878648,3.26713316438456,0.020609456118362,0.890506818395591,0.954561023054989,"ECs_3400","Not Significant","hypothetical protein"
-0.0489727436618262,0.525305203366564,0.0205889118784286,0.890561832722739,0.954561023054989,"ECs_2134","Not Significant","pseudogene"
